,Accuracy,Optimiser,Hidden_Layer,Hidden_Layer1,Hidden_Layer2,Batch,F1_score,F1_score_,FN,FN_,FP,FP_,N_ReCall,N_ReCall_,P_ReCall,P_ReCall_,TN,TN_,TP,TP_
766,64.34245109558105,adam,14,7,13,10,0.57,0.48,164.0,38.0,29.0,366.0,0.9743362831858408,0.5960264900662252,0.43448275862068964,0.8325991189427313,1101.0,540.0,126.0,189.0
767,59.841132164001465,sgd,14,7,13,10,0.45,0.46,200.0,35.0,24.0,420.0,0.9787610619469026,0.5364238410596026,0.3103448275862069,0.8458149779735683,1106.0,486.0,90.0,192.0
768,60.812002420425415,adam,14,7,15,10,0.65,0.46,128.0,35.0,43.0,409.0,0.9619469026548673,0.5485651214128036,0.5586206896551724,0.8458149779735683,1087.0,497.0,162.0,192.0
769,44.8367178440094,sgd,14,7,15,10,0.49,0.4,183.0,18.0,40.0,607.0,0.9646017699115044,0.33002207505518766,0.3689655172413793,0.920704845814978,1090.0,299.0,107.0,209.0
770,52.42718458175659,adam,14,7,17,10,0.6,0.43,136.0,26.0,71.0,513.0,0.9371681415929204,0.4337748344370861,0.5310344827586206,0.8854625550660793,1059.0,393.0,154.0,201.0
771,45.189762115478516,sgd,14,7,17,10,0.5,0.41,173.0,13.0,57.0,608.0,0.9495575221238938,0.32891832229580575,0.40344827586206894,0.9427312775330396,1073.0,298.0,117.0,214.0
772,48.720210790634155,adam,14,7,19,10,0.6,0.41,142.0,27.0,57.0,554.0,0.9495575221238938,0.38852097130242824,0.5103448275862069,0.8810572687224669,1073.0,352.0,148.0,200.0
773,68.93203854560852,sgd,14,7,19,10,0.47,0.51,187.0,47.0,46.0,305.0,0.95929203539823,0.6633554083885209,0.35517241379310344,0.7929515418502202,1084.0,601.0,103.0,180.0
774,42.80670881271362,adam,14,7,21,10,0.65,0.39,135.0,17.0,34.0,631.0,0.9699115044247788,0.30353200883002207,0.5344827586206896,0.9251101321585903,1096.0,275.0,155.0,210.0
775,73.25683832168579,sgd,14,7,21,10,0.43,0.51,206.0,72.0,16.0,231.0,0.9858407079646018,0.7450331125827815,0.2896551724137931,0.6828193832599119,1114.0,675.0,84.0,155.0
776,45.54280638694763,adam,14,7,23,10,0.59,0.4,155.0,24.0,36.0,593.0,0.968141592920354,0.3454746136865342,0.46551724137931033,0.8942731277533039,1094.0,313.0,135.0,203.0
777,31.15622103214264,sgd,14,7,23,10,0.5,0.36,91.0,7.0,312.0,773.0,0.7238938053097345,0.1467991169977925,0.6862068965517242,0.9691629955947136,818.0,133.0,199.0,220.0
778,50.66195726394653,adam,14,7,25,10,0.56,0.41,161.0,31.0,38.0,528.0,0.9663716814159292,0.41721854304635764,0.44482758620689655,0.8634361233480177,1092.0,378.0,129.0,196.0
779,54.54545617103577,sgd,14,7,25,10,0.47,0.44,191.0,25.0,36.0,490.0,0.968141592920354,0.45916114790286977,0.3413793103448276,0.8898678414096917,1094.0,416.0,99.0,202.0
780,42.89496839046478,adam,14,7,27,10,0.56,0.39,155.0,17.0,59.0,630.0,0.947787610619469,0.304635761589404,0.46551724137931033,0.9251101321585903,1071.0,276.0,135.0,210.0
781,62.66549229621887,sgd,14,7,27,10,0.48,0.49,189.0,27.0,33.0,396.0,0.9707964601769912,0.5629139072847682,0.3482758620689655,0.8810572687224669,1097.0,510.0,101.0,200.0
782,46.51367962360382,adam,14,7,29,10,0.58,0.39,164.0,35.0,20.0,571.0,0.9823008849557522,0.369757174392936,0.43448275862068964,0.8458149779735683,1110.0,335.0,126.0,192.0
783,68.490731716156,sgd,14,7,29,10,0.41,0.5,210.0,47.0,16.0,310.0,0.9858407079646018,0.6578366445916115,0.27586206896551724,0.7929515418502202,1114.0,596.0,80.0,180.0
784,56.75198435783386,adam,14,9,3,10,0.48,0.44,179.0,31.0,58.0,459.0,0.9486725663716814,0.49337748344370863,0.38275862068965516,0.8634361233480177,1072.0,447.0,111.0,196.0
785,59.752869606018066,sgd,14,9,3,10,0.46,0.46,195.0,30.0,30.0,426.0,0.9734513274336283,0.5298013245033113,0.3275862068965517,0.8678414096916299,1100.0,480.0,95.0,197.0
