,Accuracy,Optimiser,Hidden_Layer,Hidden_Layer1,Hidden_Layer2,Batch,F1_score,F1_score_,FN,FN_,FP,FP_,N_ReCall,N_ReCall_,P_ReCall,P_ReCall_,TN,TN_,TP,TP_
18,49.86760914325714,adam,10,5,21,10,0.52,0.42,177.0,24.0,29.0,544.0,0.9743362831858408,0.3995584988962472,0.3896551724137931,0.8942731277533039,1101.0,362.0,113.0,203.0
19,70.16769647598267,sgd,10,5,21,10,0.44,0.51,198.0,48.0,34.0,290.0,0.9699115044247788,0.6799116997792495,0.31724137931034485,0.788546255506608,1096.0,616.0,92.0,179.0
20,30.450132489204407,adam,10,5,23,10,0.6,0.36,153.0,6.0,31.0,782.0,0.9725663716814159,0.1368653421633554,0.4724137931034483,0.973568281938326,1099.0,124.0,137.0,221.0
21,53.39806079864502,sgd,10,5,23,10,0.48,0.44,180.0,23.0,61.0,505.0,0.9460176991150443,0.44260485651214126,0.3793103448275862,0.8986784140969163,1069.0,401.0,110.0,204.0
22,55.95763325691223,adam,10,5,25,10,0.53,0.43,175.0,38.0,31.0,461.0,0.9725663716814159,0.4911699779249448,0.39655172413793105,0.8325991189427313,1099.0,445.0,115.0,189.0
23,68.93203854560852,sgd,10,5,25,10,0.45,0.51,199.0,47.0,21.0,305.0,0.9814159292035398,0.6633554083885209,0.3137931034482759,0.7929515418502202,1109.0,601.0,91.0,180.0
24,50.75021982192993,adam,10,5,27,10,0.47,0.42,185.0,27.0,53.0,531.0,0.9530973451327434,0.4139072847682119,0.3620689655172414,0.8810572687224669,1077.0,375.0,105.0,200.0
25,73.7864077091217,sgd,10,5,27,10,0.45,0.54,193.0,56.0,46.0,241.0,0.95929203539823,0.7339955849889624,0.33448275862068966,0.7533039647577092,1084.0,665.0,97.0,171.0
26,56.04589581489563,adam,10,5,29,10,0.53,0.42,175.0,48.0,27.0,450.0,0.9761061946902655,0.5033112582781457,0.39655172413793105,0.788546255506608,1103.0,456.0,115.0,179.0
27,42.98323094844818,sgd,10,5,29,10,0.49,0.4,170.0,12.0,82.0,634.0,0.9274336283185841,0.30022075055187636,0.41379310344827586,0.947136563876652,1048.0,272.0,120.0,215.0
28,49.16151762008667,adam,10,7,3,10,0.51,0.41,178.0,25.0,36.0,551.0,0.968141592920354,0.39183222958057395,0.38620689655172413,0.8898678414096917,1094.0,355.0,112.0,202.0
29,53.48631739616394,sgd,10,7,3,10,0.48,0.43,189.0,28.0,31.0,499.0,0.9725663716814159,0.4492273730684327,0.3482758620689655,0.8766519823788547,1099.0,407.0,101.0,199.0
30,66.37246012687683,adam,10,7,5,10,0.49,0.5,183.0,39.0,42.0,342.0,0.9628318584070796,0.6225165562913907,0.3689655172413793,0.8281938325991189,1088.0,564.0,107.0,188.0
31,41.747573018074036,sgd,10,7,5,10,0.5,0.4,172.0,11.0,64.0,649.0,0.9433628318584071,0.2836644591611479,0.4068965517241379,0.9515418502202643,1066.0,257.0,118.0,216.0
32,39.71756398677826,adam,10,7,7,10,0.58,0.38,138.0,15.0,83.0,668.0,0.9265486725663716,0.26269315673289184,0.5241379310344828,0.933920704845815,1047.0,238.0,152.0,212.0
33,52.60370969772339,sgd,10,7,7,10,0.5,0.43,174.0,21.0,59.0,516.0,0.947787610619469,0.4304635761589404,0.4,0.9074889867841409,1071.0,390.0,116.0,206.0
34,56.487202644348145,adam,10,7,9,10,0.52,0.44,176.0,36.0,33.0,457.0,0.9707964601769912,0.4955849889624724,0.3931034482758621,0.8414096916299559,1097.0,449.0,114.0,191.0
35,72.02118039131165,sgd,10,7,9,10,0.37,0.52,219.0,54.0,21.0,263.0,0.9814159292035398,0.7097130242825607,0.24482758620689654,0.762114537444934,1109.0,643.0,71.0,173.0
36,47.131508588790894,adam,10,7,11,10,0.55,0.41,162.0,20.0,47.0,579.0,0.9584070796460177,0.3609271523178808,0.4413793103448276,0.9118942731277533,1083.0,327.0,128.0,207.0
37,41.48278832435608,sgd,10,7,11,10,0.52,0.39,172.0,17.0,50.0,646.0,0.9557522123893806,0.2869757174392936,0.4068965517241379,0.9251101321585903,1080.0,260.0,118.0,210.0
38,42.18887984752655,adam,10,7,13,10,0.55,0.39,169.0,14.0,33.0,641.0,0.9707964601769912,0.2924944812362031,0.41724137931034483,0.9383259911894273,1097.0,265.0,121.0,213.0
